Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Workout_Frequency (days/week),Experience_Level,BMI,Calories,Burns Calories (per 30 min),cal_from_macros,pct_HRR,pct_maxHR,lean_mass_kg,expected_burn
18,Male,62.2,1.59,189.78,161.89,49.85,1.24,1638.16,HIIT,30.98538162,4.01,2.01,24.6,1997,340.95,1728.91,0.800686057,0.853040363,42.92709263,845.556
41.06,Male,72.28,1.96,162.32,168.06,50.81,0.5,494.55,Strength,22.07387282,2.02,1,18.82,1966,337.75,2180.02,1.051475204,1.035362247,56.32500472,337.75
53.91,Female,71.18,1.86,159.94,147.71,69.94,1.15,1104.92,Cardio,25.57193314,2.99,2.01,20.57,2014,329.63,2090.84,0.864111111,0.923533825,52.97789799,758.149
50.17,Male,42.7,1.53,167.94,154.86,64.97,1.41,1016.05,Yoga,21.09774898,4,2.01,18.24,1301,333.65,2497.73,0.87297271,0.922115041,33.69126118,940.893
19.11,Female,65.55,1.58,169.87,120.98,57.16,1.46,1930.41,HIIT,25.64468162,3.02,2.02,26.26,1820,331.19,1609.39,0.566231923,0.712191676,48.7399112,967.0748
27.87,Female,57.62,2.01,198.57,134.83,65.02,1.32,1426.79,Strength,14.83492772,3.96,2.01,14.26,1772,332.61,2495.38,0.522725571,0.679004885,49.07211465,878.0904
54.92,Male,87.32,1.77,176.15,157.02,60.95,1.01,1089.89,Strength,27.94565784,3,1.99,27.87,2184,337.06,2039.73,0.833940972,0.891399376,62.91785158,680.8612
20.96,Female,50.95,1.52,171.27,153.93,67.03,1.09,959.2,Cardio,21.40236595,2.99,1,22.05,1474,336.43,1695.86,0.833653108,0.89875635,40.04549455,733.4174
59.34,Male,77.63,1.92,179.75,126.69,52.75,0.73,481.8,Yoga,20.62519762,3.02,1,21.06,2039,344.59,1387.95,0.582204724,0.704812239,61.61865909,503.1014
30.68,Male,63.86,1.7,160.16,143.5,69.93,1.97,2819.27,HIIT,22.61242315,5,3.01,22.1,1882,348.04,2697.25,0.815360745,0.895979021,49.41970657,1371.2776
27.9,Male,62.9,1.62,196.16,147.2,55.14,0.67,662.7,Strength,26.6200906,2.01,1,23.97,1632,342.74,1741.23,0.652815204,0.75040783,46.15596301,459.2716
20.09,Male,51.33,1.58,187.98,168.76,64.11,0.5,604.45,HIIT,22.43879969,1.96,1,20.56,1438,347.16,2314.01,0.844837329,0.89775508,39.81216412,347.16
57.12,Female,45.32,1.76,164.85,129.86,59.92,1.44,1902.38,HIIT,18.55694412,3.01,2.01,14.63,1187,359.1,1559.24,0.666539598,0.787746436,36.90999293,1034.208
20.15,Male,124.26,1.82,194.03,145.11,63.02,1.25,1350,Strength,35,2.98,2,37.51,3305,366.55,2225.18,0.62659339,0.74787404,80.769,916.375
48.84,Male,77.59,1.61,160.38,158.41,49.84,1.03,740.98,Yoga,28.11721527,3.01,1.99,29.93,2041,350.01,1595.81,0.982178397,0.987716673,55.77385268,721.0206
45.89,Female,56.28,1.6,184.79,143.07,65.05,0.89,589,Yoga,27.63372253,3,1.03,21.98,1512,349.07,2035.49,0.65157842,0.774230207,40.72774096,621.3446
35.17,Female,64.02,1.59,199.18,144.86,65.82,1.64,1705.6,Cardio,25.50278216,4.99,3,25.32,1735,333.46,2239.78,0.592681464,0.727281856,47.69311886,1093.7488
27.86,Male,71.39,1.67,192.41,140.27,62.83,1.47,1590.25,Strength,26.45408767,3.99,2.02,25.6,2086,352.76,1861.81,0.59762309,0.729016163,52.50442682,1037.1144
47.58,Male,43.64,1.62,179.21,132.01,63.93,0.51,337.21,Yoga,21.2003336,3.01,1.02,16.63,1315,329.44,2780.86,0.59056211,0.73662184,34.38817442,336.0288
43.87,Female,86.68,1.97,197.04,166.74,50.12,1.66,1945.19,Strength,22.3269405,5.01,3.02,22.34,2610,348.22,2450.92,0.793765314,0.846224117,67.32700798,1156.0904
20.86,Male,60.7,1.57,190.85,151.65,64.07,1.92,1996.8,Cardio,25.61939254,4.03,3,24.63,1847,337.46,1960.9,0.690802966,0.794603091,45.14902873,1295.8464
37.92,Male,80.76,1.71,187.04,147.87,58.17,1.51,2160.96,HIIT,26.71142176,5.01,3.01,27.62,2300,139.85,1628.31,0.696050283,0.790579555,59.18785579,422.347
57.63,Male,62.98,1.79,176.04,154.52,73.32,1.58,1233.35,Yoga,21.77755055,4.02,3.01,19.66,1840,353.72,2478.59,0.790498442,0.877755056,49.26449867,1117.7552
19.97,Female,74.6,1.58,172.24,165.81,62.04,1.04,1376.23,HIIT,28.81907218,3,2.03,29.88,2002,358.68,2048.75,0.941651543,0.96266837,53.10097215,746.0544
57.21,Male,68.17,1.56,167.66,137.72,68.14,1.46,1925.59,HIIT,28.57944523,4.02,1.99,28.01,2030,335.98,1702.84,0.699155949,0.821424311,48.68739218,981.0616
23.18,Female,81.65,1.85,194.05,149.87,74.19,1.61,1886.6,Strength,24.11515136,4.01,3.02,23.86,2286,353.28,1538.82,0.631403304,0.77232672,61.95997892,1137.5616
32.03,Female,61.65,1.58,183.19,135.02,54.17,1.87,1943.3,Cardio,23.18971604,5.01,2.99,24.7,1658,341.04,1616.36,0.626647031,0.737048966,47.35354006,1275.4896
22.88,Male,115.68,1.78,178.12,127.59,68.81,1,957.6,Cardio,32.83398114,4.01,1.97,36.51,3265,348.1,2345.18,0.537736712,0.716314844,77.69765061,696.2
49.2,Female,61.09,1.87,180.43,130.91,61.08,1.14,1094.4,Cardio,22.37053035,4.01,2,17.47,1667,335.31,1582.77,0.585085882,0.725544533,47.42384301,764.5068
27.18,Female,53.24,1.58,165.7,141.93,62.12,1.26,1660.43,HIIT,26.10084825,4,1.98,21.33,1653,352.3,2159.62,0.770515544,0.856547978,39.34390839,887.796
40.67,Male,72.12,1.83,174.93,133.09,57.99,1.13,1492.84,HIIT,24.33025067,2.99,2.01,21.54,2003,341.65,1747.13,0.64220968,0.760818613,54.57302321,772.129
40.87,Female,78.96,1.72,171.87,132.1,61.98,1.01,970.41,Cardio,27.07384343,3.96,2.01,26.69,2172,357.99,2186.78,0.638092638,0.768604178,57.58249323,723.1398
56.14,Male,52.02,1.64,169.33,155.35,53.22,1.11,1197.8,Strength,21.59881523,2.98,1.99,19.34,1593,352.36,2619.57,0.879596934,0.91743932,40.78429632,782.2392
55.59,Male,58.81,1.86,186.9,159.29,64.91,1.09,1045.53,Cardio,21.50295359,2.99,1.99,17,1528,329.96,1349.92,0.773669973,0.852273943,46.164113,719.3128
22.05,Male,50.64,1.59,197.08,138.76,66.12,1.27,1675,HIIT,22.77073158,2.97,1.99,20.03,1515,329.86,1613.65,0.554673183,0.704079562,39.10890153,837.8444
38.79,Male,61.08,1.65,162.18,166.5,62.99,0.92,606.65,Yoga,26.63737772,2.99,1,22.44,1617,328.92,1815,1.043552777,1.02663707,44.80988969,605.2128
49.88,Male,57.12,1.91,183.71,131.07,68.16,1.1,792,Yoga,19.06234224,3.95,2,15.66,1526,360.32,1422.59,0.544439637,0.713461434,46.23159011,792.704
21.22,Female,111.74,1.69,192.77,132.62,59.3,1.05,1271.66,HIIT,35,3.02,1.01,39.12,2913,352.85,1657.92,0.54933693,0.68797012,72.631,740.985
52.01,Male,79.84,1.51,189.95,142.04,53.99,0.75,742.5,Strength,35,2.99,1,35.02,2303,341.56,1440.43,0.647616946,0.74777573,51.896,512.34
38.85,Male,64.41,1.69,190.08,148.41,58.08,1.25,1648.62,HIIT,22.33174046,3.99,1.99,22.55,1593,248.95,2485.33,0.684318182,0.780776515,50.02612597,622.375
49.87,Male,101.82,1.67,191.87,126.72,57.28,0.53,466.82,Cardio,33.45763906,2,1.01,36.51,2688,336.35,2491.58,0.515937291,0.660447178,67.7534319,356.531
22.28,Female,44.41,1.72,166.24,132.22,54.3,1.48,1950.34,HIIT,18.39063016,4,1.98,15.01,1206,329.68,1418.83,0.69608719,0.795356112,36.24272115,975.8528
41.33,Female,78.76,1.72,172.14,131.91,62.21,1.02,735.01,Yoga,26.01475319,4.03,2.01,26.62,2409,359.03,2185.57,0.634039844,0.766294876,58.27078039,732.4212
54.88,Male,63.45,1.86,198.28,143.76,52.96,1.36,1796.7,HIIT,23.03831452,4.03,2.01,18.34,1741,360.29,1238.8,0.624827966,0.725035304,48.83218944,979.9888
51.5,Male,68.91,1.63,179.23,147.37,67.02,1.17,1026.79,Cardio,28.44360963,3.02,1,25.94,2081,338.79,1833.66,0.716068087,0.82223958,49.3095086,792.7686
29.29,Female,106.36,1.81,176.99,156.15,60.5,1.29,928.8,Yoga,28.54041389,3.98,2,32.47,2830,377.04,2128.75,0.821100524,0.882253235,76.00441579,972.7632
45.47,Female,73.22,1.74,180.99,152.23,49.99,1.18,1557.6,HIIT,24.37227103,3.99,2,24.18,1974,340.16,2018.66,0.780458015,0.841096193,55.37462315,802.7776
28.87,Female,59.82,1.62,181.04,161.14,68.94,0.85,748,Cardio,21.24114542,2.01,1,22.79,1733,365.12,1974.29,0.822479929,0.89007954,47.11354681,620.704
31.07,Male,48.71,1.52,195.04,130.88,60.07,1.48,978.58,Yoga,22.84029524,2.01,1.02,21.08,1198,164.46,1824.1,0.524635104,0.671041838,37.58449219,486.8016
30.44,Male,51.27,1.74,173.73,150.7,63.89,1.07,771.04,Yoga,25.72051167,3.01,2.01,16.93,1435,332.97,1895.79,0.790331391,0.867437978,38.08309367,712.5558
28.14,Male,66.13,1.9,174.93,157.71,56.06,1.18,1165.01,Strength,21.94667974,3.01,1,18.32,1746,365.65,1855.9,0.855135863,0.901560624,51.61666069,862.934
38.7,Female,50.41,1.61,166.97,127.67,49.97,1.17,1414.41,HIIT,23.72079969,2,1,19.45,1331,326.75,1539.66,0.664102564,0.764628376,38.45234488,764.595
19.83,Male,44.44,1.61,176.89,122.22,69.03,1.08,949.54,Cardio,19.324428,1.99,1,17.14,1132,340.03,1486.58,0.493139255,0.690937871,35.8522242,734.4648
47.92,Female,71.56,1.64,179.14,153.73,59.97,1.46,1052.95,Yoga,26.89727393,4.01,2.02,26.61,2093,344.34,1394.83,0.786775195,0.858155632,52.31231078,1005.4728
21.04,Male,88.41,1.6,198.3,120.75,66.94,1.7,1324.98,Yoga,32.43114114,4.01,2.99,34.54,2435,334.12,2392.63,0.409637637,0.60892587,59.73762812,1136.008
55.94,Male,126.03,1.86,196.74,128.43,64.07,0.99,1308.98,HIIT,35,3.04,2.02,36.43,3234,366.15,2393.97,0.485113439,0.652790485,81.9195,724.977
28.12,Male,54.11,1.79,192.12,159.14,66.85,2,2078.4,Cardio,18.54768022,5,2.99,16.89,1857,366.35,2984.44,0.736728666,0.828336456,44.07385023,1465.4
56.1,Female,107.95,1.72,184.72,125.94,50.32,1.1,1453.21,HIIT,35,3.01,2.01,36.49,2736,355.44,2389.72,0.56264881,0.681788653,70.1675,781.968
34.96,Female,50.7,1.6,195.62,155.76,58.87,1.02,976.75,Cardio,22.16304709,3.99,1.97,19.8,1548,333.38,1448,0.708519196,0.796237604,39.46333513,680.0952
18,Male,62.69,1.85,160.6,120.76,53.02,0.88,775.1,Cardio,19.67252929,2.96,1.01,18.32,1688,366.25,2160.56,0.629670943,0.751930262,50.35729139,644.6
49.98,Male,101.92,1.67,191.95,126.91,57.11,0.52,628.63,HIIT,35,1.99,1,36.54,2643,336.14,2503.19,0.517650549,0.661161761,66.248,349.5856
34.85,Female,101.71,1.63,160.96,162.89,59.12,1.1,1089,Strength,35,1.98,1,38.28,2648,363.12,1407.9,1.018951296,1.011990557,66.1115,798.864
23.4,Male,40.68,1.75,166.94,145.24,61.15,0.83,729.74,Cardio,18.73812127,3.02,1,13.28,1165,325.75,2373.62,0.794876642,0.870013178,33.05733227,540.745
31.76,Male,77.77,1.92,173.61,137.13,49.85,1.39,1501.2,Strength,26.51476174,3.02,2,21.1,2103,344.41,1274.67,0.705235941,0.789873855,57.1494698,957.4598
18.31,Female,72.41,1.54,193.88,125.29,53.99,0.98,970.2,Strength,31.39731043,2,1,30.53,1926,367.89,1799.57,0.509686182,0.646224469,49.67520752,721.0644
28.13,Male,85.1,1.79,182.12,137.98,54.82,1.34,1771.75,HIIT,25.10368108,4,2.02,26.56,2226,347.67,1325.2,0.653260016,0.75763233,63.7367674,931.7556
36.95,Male,48.71,1.67,164,131.96,73.96,1.4,924.84,Yoga,22.08761134,2,1.01,17.47,1304,350.72,2321.05,0.644158152,0.804634146,37.95112452,982.016
29.09,Female,88.23,1.89,198.9,136.56,53.97,1.74,2037.37,Strength,24.80285744,5.01,3.01,24.7,2384,372.71,2264.7,0.569861312,0.686576169,66.34643888,1297.0308
56.13,Male,124.8,1.86,196.98,129.63,64.09,1,720,Yoga,34.33284243,3,2,36.07,3363,365.85,2385.84,0.493189856,0.658087115,81.95261265,731.7
24.95,Female,40.98,1.62,193.39,144.09,64.08,1.49,1970.08,HIIT,16.43904202,4.01,2.02,15.61,1155,334.46,1359.17,0.61874565,0.745074719,34.24328058,996.6908
18.37,Male,87.51,1.93,160.76,138.6,72.16,1.73,1797.82,Cardio,23.31069502,3.99,2.99,23.49,2466,342.68,1650.08,0.749887133,0.862154765,67.11081079,1185.6728
37.05,Female,77,1.82,192.31,121.1,49.93,1.49,1610.54,Strength,26.18247466,3.98,2.01,23.25,1863,344,1509.94,0.499859531,0.629712443,56.83949451,1025.12
46.86,Male,49.74,1.69,178.02,147.1,63.76,1.48,1594.4,Strength,21.47219725,3.01,1.97,17.42,1442,359.78,1993.16,0.729389113,0.82631165,39.05972909,1064.9488
27.24,Male,71.31,1.97,180.77,151.29,73.2,0.73,642.98,Cardio,23.5702375,2.98,1.01,18.37,1781,357.01,1666.85,0.725945896,0.836919843,54.50206364,521.2346
44.25,Male,77.32,1.79,197.58,165.13,53.24,1.41,1706.1,HIIT,29.52169524,3,1,24.13,2064,360.25,1685.19,0.775183594,0.835762729,54.49382524,1015.905
22.96,Female,41.8,1.58,163.03,131.67,67.05,0.56,368.59,Yoga,18.68966068,3,1,16.74,1226,361.19,1595.29,0.673265264,0.807642765,33.98772183,404.5328
30.04,Male,121.38,2,179,159.82,60.06,1.23,884.86,Yoga,26.8911624,4,1.99,30.34,3225,348.4,1929.25,0.838742223,0.892849162,88.73950708,857.064
40.26,Male,81.63,1.74,165.89,133.09,57.82,0.9,593.46,Yoga,25.07666786,1.95,1,26.96,2167,364.77,1918.61,0.696493014,0.802278618,61.15991603,656.586
51.31,Female,54.16,1.53,167.23,135.04,68.88,1.11,1466.42,HIIT,23.22876505,3.99,2.01,23.14,1526,330.43,1895.96,0.672699542,0.807510614,41.57930085,733.5546
21.17,Male,54.94,1.78,172.96,138.39,70.97,0.55,664.9,HIIT,19.0569035,1.98,1,17.34,1412,339.81,1643.67,0.661045201,0.800127197,44.47013722,373.791
42.2,Male,57.76,1.67,160.52,133.08,63.07,1.76,2062.37,Strength,23.9253726,5.01,3.02,20.71,1711,328.35,2396.57,0.718419702,0.829055569,43.94070479,1155.792
46.15,Female,48.02,1.72,170.82,147.04,56.56,1.4,1227.52,Cardio,15.43739857,2.99,1,16.23,1398,325.65,1914.77,0.791878173,0.860789135,40.60696121,911.82
56.38,Male,84.76,1.63,183.91,140.98,52.14,1.01,726.59,Yoga,33.88328013,4.02,1.99,31.9,2425,362.72,2111.08,0.674205054,0.766570605,56.04053176,732.6944
35.09,Female,55.21,1.56,187.2,138.66,55.97,1.71,2445.3,HIIT,24.55167796,5.02,3,22.69,1590,351.41,1628.66,0.630115065,0.740705128,41.6550186,1201.8222
51.26,Female,109.24,1.78,182.21,156.81,64.02,0.55,545,Strength,35,3,1.01,34.48,2882,344.64,1432.76,0.785091801,0.860600406,71.006,379.104
43.02,Female,61.58,1.57,166,149.07,49.79,1.86,2174.53,Strength,28.08535943,4.99,2.99,24.98,1861,366.7,2733.53,0.854315463,0.898012048,44.28503566,1364.124
46.99,Female,126.7,1.76,198.95,157.26,72.97,0.72,712.8,Strength,35,2.01,1,40.9,3348,359.34,1515.01,0.669074456,0.790449862,82.355,517.4496
47.42,Male,127.37,1.65,197.95,157.5,59.76,0.77,763.69,Strength,35,1.99,1.02,46.78,3334,378.48,1950.85,0.707287069,0.795655469,82.7905,582.8592
29.69,Female,121.4,2,179.02,160.01,59.77,1.23,1328.4,Strength,29.16982416,4,2,30.35,3269,349.12,1934.34,0.840587002,0.893810747,85.98783347,858.8352
57.53,Female,108.32,1.91,197.98,155.87,55.99,1.48,1066.49,Yoga,30.57432456,3,2.01,29.69,2866,357.43,2458.17,0.703429819,0.787301748,75.20189164,1057.9928
41.08,Female,77.75,1.75,162.08,161.05,70.9,1.26,1664.59,HIIT,27.60559094,3.99,2.01,25.39,2164,371.39,1995.37,0.988703663,0.993645114,56.28665304,935.9028
18.95,Female,68.29,1.6,185.94,155.61,73.98,1.18,1168.2,Strength,25.30285114,2.98,1,26.68,1767,332.18,1652.28,0.729099678,0.836882865,51.01068296,783.9448
47.15,Male,46.46,1.93,165.89,159,64.81,1.28,1688.19,HIIT,13.91016002,3,1.99,12.47,1486,357.07,2282.51,0.931836169,0.958466454,39.99733966,914.0992
18,Male,70.06,1.61,173.17,167.81,70.92,1.31,1150.7,Cardio,28.82985078,1.97,1,27.03,1885,330.39,1657.87,0.947579462,0.969047757,49.86180654,865.6218
21.1,Male,60.48,1.7,179.4,123.05,51.82,1.96,2291.44,Strength,21.60825096,4.99,2.99,20.93,1892,367.74,3145.72,0.558316351,0.685897436,47.41132982,1441.5408
42.97,Male,45.81,1.63,175.91,139.07,64.99,1.18,1426.5,HIIT,19.02842126,2,1,17.24,1199,348.08,1876.68,0.667868734,0.790574726,37.09308022,821.4688
55.87,Male,124.92,1.86,196.93,128.75,64.14,0.99,1070.09,Strength,35,2.99,2.01,36.11,3315,366.5,2397.07,0.486557723,0.653785609,81.198,725.67
25.12,Male,66.34,1.61,184.16,165.33,56.07,1.37,1657.7,HIIT,27.61336248,1.98,1,25.59,1890,369.31,2173.25,0.852993989,0.897751955,48.02129533,1011.9094
40.66,Male,63.28,1.59,161.56,152.56,55.14,1.85,2645.5,HIIT,25.10619419,5,3,25.03,1854,332.91,1577.37,0.915429431,0.944293142,47.39280032,1231.767
42.78,Female,73.88,1.88,176.24,141.93,63.24,1.16,1148.4,Strength,23.73314395,3.02,1,20.9,2185,364.5,2659.9,0.696371681,0.805322288,56.34595325,845.64
43.86,Female,94.65,1.84,169.7,120.12,66.69,1.26,1663.2,HIIT,25.98256706,4.01,2,27.96,2550,336.29,2377.61,0.518687506,0.70783736,70.05750027,847.4508
19.84,Female,76.09,1.78,196.95,133.44,52.91,1.43,1030.46,Yoga,25.5974155,4.03,2.01,24.02,2238,353.31,1992.35,0.559080811,0.677532369,56.61292655,1010.4666
56.44,Male,108.39,1.73,185.17,125.71,49.94,1.1,1453.21,HIIT,35,3.01,2.01,36.22,2759,353.77,2400.49,0.560304666,0.678889669,70.4535,778.294
55.02,Male,85.88,1.77,175.6,157.48,61.27,1,1080.9,Strength,25.04397906,3.01,2.01,27.41,2377,336.56,2043.11,0.841511414,0.896810934,64.37223079,673.12
43.15,Male,65.56,1.77,177.22,156.96,56.71,1.48,1067.38,Yoga,23.14355591,3.97,2.02,20.93,1928,340.11,2476.57,0.831881172,0.885678817,50.38708475,1006.7256
39.73,Male,57.5,1.69,183.98,156.12,53,1.18,848.89,Yoga,20.98340276,3.98,1.99,20.13,1588,350.45,1816.18,0.78729577,0.848570497,45.43454341,827.062
37.12,Female,48.81,1.67,164.12,132.85,74.1,1.38,911.63,Yoga,19.51047561,2.02,1.01,17.5,1086,351.04,2324.12,0.652632748,0.809468681,39.28693686,968.8704
32.4,Female,64.55,1.62,186.62,128.26,62.87,0.57,375.86,Yoga,28.52246826,1.99,1,24.6,1713,346.27,1960.32,0.52840404,0.687278963,46.13874674,394.7478
58.28,Female,62.83,1.78,176.34,154.35,72.98,1.58,2259.4,HIIT,24.84603938,4.01,3,19.83,1668,356.36,2493.59,0.787248452,0.87529772,47.21923346,1126.0976
21.8,Male,54.67,1.61,165.49,143.79,68.14,1.62,1263.6,Yoga,23.90610709,4.02,3,21.09,1423,343.33,1558.91,0.777092964,0.868874252,41.60053126,1112.3892
48.53,Male,71.62,1.64,178.62,153.67,60.05,1.47,1943.63,HIIT,28.41733513,4.01,2.02,26.63,1999,343.66,1407.43,0.789575778,0.860317994,51.26750458,1010.3604
31.44,Male,86.58,1.69,184.93,130.3,65.22,1.73,1350.44,Yoga,31.56185964,4.01,3.01,30.31,2310,341.32,2344.09,0.543647147,0.704590926,59.25374192,1180.9672
26.12,Male,86.5,1.68,188.93,157.2,72.21,1.97,2817.1,HIIT,26.08355408,5.02,3,30.65,2624,335.62,2036.21,0.728152844,0.8320542,63.93772572,1322.3428
37.86,Male,57.53,1.56,184.64,132.02,54.01,1.64,1921.75,Strength,28.60049585,5,3.02,23.64,1843,338.54,2950.75,0.597182883,0.715012998,41.07613474,1110.4112
50.84,Male,47.73,1.77,198.87,155.79,73.86,1.48,1298.85,Cardio,16.50758912,2,1,15.24,1334,334.9,3090.78,0.655387569,0.783376075,39.85092771,991.304
41.78,Male,46.87,1.77,183.98,139.25,62.9,0.6,396,Yoga,18.37169305,2.01,1,14.96,1126,327.86,2470.63,0.630574827,0.756875747,38.25918747,393.432
39.98,Male,70.2,1.55,171.14,163.03,74.02,0.84,1017.32,HIIT,27.70377811,2.99,1.01,29.22,1905,353.36,2248.26,0.916495058,0.952611897,50.75194777,593.6448
19.1,Female,60.25,1.59,183.94,128.1,53.18,1.16,766.3,Yoga,28.32079966,1.98,1.01,23.83,1362,249.6,1622.24,0.572958091,0.696422747,43.18671821,579.072
23.93,Male,40.58,1.64,168.32,168.55,55.12,0.99,980.99,Strength,20.08952621,2.03,1.01,15.09,1168,360.29,2771.67,1.002031802,1.001366445,32.42767027,713.3742
39.19,Male,55.65,1.6,191.85,135.99,71.92,1.43,1543.11,Strength,24.71276956,3.04,1.99,21.74,1314,354.97,1837.89,0.5342283,0.708835027,41.89734374,1015.2142
19.13,Female,71.85,1.94,198.95,148.13,62.13,1.18,1131.86,Cardio,21.98025689,3.01,1.99,19.09,2010,341.23,1531.12,0.628563076,0.744558934,56.05718543,805.3028
32.53,Female,73.82,1.76,191.98,144.94,65.76,1.15,828.69,Yoga,22.37003444,3.99,2.01,23.83,2180,371.24,1421.46,0.627317382,0.754974477,57.30644057,853.852
23.77,Female,63.03,1.79,180.05,134.55,59.34,1.42,1366.61,Cardio,22.36518192,3.99,2.03,19.67,1716,360.3,2430.04,0.623063541,0.747292419,48.93322584,1023.252
39.68,Male,57.58,1.56,174.09,136.22,62.89,0.62,546.1,Cardio,23.5753541,2.02,1.01,23.66,1635,367.81,1583.41,0.659442446,0.782468838,44.00531111,456.0844
49.93,Female,68.38,1.77,171.52,163.85,72.76,1.04,1000.9,Cardio,22.93721537,2.98,2.03,21.83,2017,342.38,2322.34,0.922336979,0.955282183,52.69553213,712.1504
50.21,Female,80.24,1.77,174.6,129.58,58.99,1.85,2651.6,HIIT,25.86219555,4,3.03,25.61,2109,354.15,1699.32,0.610587319,0.742153494,59.48817429,1310.355
55.99,Male,68,1.58,189.01,141.8,52.1,1.46,962.72,Yoga,28.08125197,1.99,1,27.24,1909,345.49,2049.17,0.655174932,0.750224856,48.90474866,1008.8308
41.8,Male,50.95,1.63,177.02,150.14,61.97,0.62,545.6,Cardio,21.31992561,3,1,19.18,1428,364.08,1658.93,0.766362451,0.848152751,40.0874979,451.4592
24.15,Male,70.18,1.75,165.9,145.47,59.82,1.41,1398.44,Strength,22.81507832,3,1.02,22.92,2038,363.01,2288.34,0.807409502,0.876853526,54.16837804,1023.6882
45.12,Female,52.19,1.88,193.81,152.5,71.06,1.08,776.95,Yoga,18.45800824,3.99,1.99,14.77,1709,331.19,2670.9,0.663462322,0.786853104,42.5567655,715.3704
47.98,Female,71.61,1.63,179.06,154.43,60.16,1.47,1587.6,Strength,26.83600608,3.99,2,26.95,1920,344.57,1398.29,0.792851135,0.862448341,52.39273605,1013.0358
48.07,Female,68.15,1.69,169.8,158.85,72.9,0.75,742.5,Strength,21.18207844,2.99,1,23.86,1902,344.51,2121.96,0.886996904,0.935512367,53.71441354,516.765
42.16,Male,63.69,1.98,171.92,127.89,68.93,1.38,1215.5,Cardio,18.80815971,2,1.01,16.25,1751,350.64,1735.79,0.572482765,0.743892508,51.71108308,967.7664
42.86,Female,82.1,1.85,186.84,141.63,49.89,1.22,876.94,Yoga,24.48453792,3.98,1.98,23.99,2203,370.79,1252.14,0.669879518,0.758028259,61.99819437,904.7276
23.6,Female,68.16,1.56,177.22,138.31,65.97,1.41,1861.2,HIIT,30.53930878,3.01,2,28.01,1772,358.25,2045.84,0.650247191,0.780442388,47.34440714,1010.265
30.89,Female,48.5,1.51,195.28,130.98,59.99,1.48,1789.17,HIIT,21.84095069,1.99,1,21.27,1229,164.95,1838.62,0.524724666,0.670729209,37.90713891,488.252
18.18,Male,50.67,1.53,180.99,146.79,52.21,1.29,1704.22,HIIT,24.95140393,3.02,2.01,21.65,1585,347.27,1381.14,0.734430812,0.811039284,38.02712363,895.9566
45.82,Female,72.43,1.87,188.33,160.99,64.45,1.3,1718.86,HIIT,23.51885154,4.01,2.02,20.71,1987,341.62,2242.86,0.779302551,0.854829289,55.39529583,888.212
42.26,Female,73.17,1.62,175.38,139.15,66.83,1.16,836.59,Yoga,31.32190914,3.99,2.02,27.88,2109,347.85,1564.57,0.666236757,0.793420002,50.25175908,807.012
44.62,Male,52.99,1.88,194.26,152.81,71.19,1.08,1425.6,HIIT,21.54555538,3.99,2,14.99,1524,329.12,2671.69,0.663199805,0.786626171,41.57301021,710.8992
19.55,Male,83.2,1.99,178.81,145.89,59.18,1.7,1324.98,Yoga,22.38011034,4.97,2.99,21.01,2399,342.15,1616.87,0.724818189,0.815893966,64.57974819,1163.31
25.12,Male,76.54,1.96,180.08,119.53,58.86,0.67,589.06,Cardio,20.60349993,3.01,1,19.92,2112,332.99,1935.63,0.500494968,0.663760551,60.77008115,446.2066
19.16,Male,72.31,1.75,169.36,139.88,64.12,1.2,1297.08,Strength,26.04089353,3.96,2.01,23.61,1974,337.68,1316.97,0.719878373,0.825932924,53.47982989,810.432
51.36,Male,78.03,1.51,192.85,134.11,74.11,0.92,810.34,Cardio,35,3.04,1.01,34.22,2079,349.23,2375.22,0.50530571,0.695410941,50.7195,642.5832
23.01,Male,71.73,1.72,164.14,168.68,73.9,1.26,1520.44,HIIT,30.15113283,2.02,1,24.25,1925,342.63,2262.4,1.050310284,1.027659315,50.10259242,863.4276
42.15,Female,72.94,1.63,187.7,135.74,68,0.52,343.2,Yoga,29.04461219,2.99,1,27.45,2012,363.75,1613.78,0.565914787,0.72317528,51.75485987,378.3
32.51,Male,49.17,1.62,167.01,157.84,73.93,1.19,1568.18,HIIT,19.43306031,3,1.98,18.74,1283,331.92,1985.41,0.901482596,0.945093108,39.61476425,789.9696
25.94,Female,62.73,1.61,197.75,138.71,57.96,1.86,1932.91,Cardio,23.86342273,4,2.99,24.2,1705,354.9,2538.73,0.577652193,0.701441214,47.76047492,1320.228
45.33,Female,81.04,1.76,183.18,130.99,53.99,1.71,2000.7,Strength,30.5148023,4,3,26.16,2266,360.93,1829.89,0.596021364,0.715088984,56.31080422,1234.3806
39,Male,93.78,1.7,190.87,154.81,50,1.09,1178.18,Strength,33.33431725,4.02,2.01,32.45,2496,349.09,1618.57,0.744019309,0.811075601,62.51907729,761.0162
40.14,Female,57.79,1.69,184.15,155.71,52.87,1.19,857.51,Yoga,20.44057344,4.02,2.01,20.23,1735,349.46,1814.02,0.783363803,0.845560684,45.97739261,831.7148
